"Tikki"|-0.511694125831127|"3"|"76"|"Christmaster"
"Tom"|-0.033970057964325|"3"|"76"|"Christmaster"
"Toy Cat Noir"|-0.726003736257553|"3"|"76"|"Christmaster"
"Toy Ladybug"|0.658301115036011|"3"|"76"|"Christmaster"
"Adrien"|-0.469605112075806|"1"|"9"|"Copycat"
"Adrien's voice recorder"|0.15326714515686|"1"|"9"|"Copycat"
"Adrien's Voicemail"|0.15326714515686|"1"|"9"|"Copycat"
"Alya"|-0.0960090768833955|"1"|"9"|"Copycat"
"André"|0.449198166529338|"1"|"9"|"Copycat"
"Automated voice"|-0.367499276995659|"1"|"9"|"Copycat"
"Cat Noir"|-0.129696717157083|"1"|"9"|"Copycat"
"Civilian 1"|0.313398241996765|"1"|"9"|"Copycat"
"Civilian 2"|0.153754472732544|"1"|"9"|"Copycat"
"Copycat"|-0.0365267505771235|"1"|"9"|"Copycat"
"Hawk Moth"|-0.12403656244278|"1"|"9"|"Copycat"
"Ladybug"|-0.228407554115568|"1"|"9"|"Copycat"
"Marinette"|-0.163859005189604|"1"|"9"|"Copycat"
"Mayor Bourgeois"|-0.184736967086792|"1"|"9"|"Copycat"
"Nadja"|0.195747137069702|"1"|"9"|"Copycat"
"Nino"|-0.048723042011261|"1"|"9"|"Copycat"
"Officer"|-0.739663034677505|"1"|"9"|"Copycat"
"Plagg"|-0.204515528678894|"1"|"9"|"Copycat"
"Police"|0.0232833176851273|"1"|"9"|"Copycat"
"Roger"|-0.0521422113691057|"1"|"9"|"Copycat"
"Student"|-0.73812547326088|"1"|"9"|"Copycat"
"Théo"|0.161099103589853|"1"|"9"|"Copycat"
"Tikki"|0.0481949044125421|"1"|"9"|"Copycat"
"Adrien"|-0.0754899978637695|"4"|"87"|"Crocoduel"
"Alix"|0.324722111225128|"4"|"87"|"Crocoduel"
"Alya"|0.0426831642786662|"4"|"87"|"Crocoduel"
"Anarka"|-0.449408379693826|"4"|"87"|"Crocoduel"
"Captain Hardrock"|-0.301764999826749|"4"|"87"|"Crocoduel"
"Cat Noir"|-0.146039021015167|"4"|"87"|"Crocoduel"
"Guitar Villain"|0.155804471058004|"4"|"87"|"Crocoduel"
"Ivan"|0.0318757742643356|"4"|"87"|"Crocoduel"
"Jagged Stone"|-0.103240523487329|"4"|"87"|"Crocoduel"
"Juleka"|0.00957537265050979|"4"|"87"|"Crocoduel"
"Ladybug"|0.0943614035844803|"4"|"87"|"Crocoduel"
"Ladybug, Cat Noir, & Purple Tigress"|-0.271977782249451|"4"|"87"|"Crocoduel"
"Luka"|-0.0120714820921421|"4"|"87"|"Crocoduel"
"Luka and Jagged"|0.475237369537354|"4"|"87"|"Crocoduel"
"Marinette"|-0.364763998641418|"4"|"87"|"Crocoduel"
"Mylène"|0.222327284514904|"4"|"87"|"Crocoduel"
"Nino"|0.043294424811999|"4"|"87"|"Crocoduel"
"Purple Tigress"|-0.320854359865189|"4"|"87"|"Crocoduel"
"Random Civilian"|0.554375052452087|"4"|"87"|"Crocoduel"
"Roaar"|-0.270716267824173|"4"|"87"|"Crocoduel"
"Rose"|-0.122649586862988|"4"|"87"|"Crocoduel"
"Shadow Moth"|-0.195243321359158|"4"|"87"|"Crocoduel"
"Stylist"|0.331892907619476|"4"|"87"|"Crocoduel"
"Superpower Sequence Purple Tigress"|0.425926327705383|"4"|"87"|"Crocoduel"
"Zoé"|0.124105013906956|"4"|"87"|"Crocoduel"
" Marinette"|-0.443314373493195|"1"|"10"|"Dark Cupid"
"Adrien"|-0.032812412828207|"1"|"10"|"Dark Cupid"
"Alya"|-0.0893222472884438|"1"|"10"|"Dark Cupid"
"Alya & Marinette"|0.0385928153991699|"1"|"10"|"Dark Cupid"
"Aurore"|0.668598651885986|"1"|"10"|"Dark Cupid"
"Cat Noir"|-0.311169404732554|"1"|"10"|"Dark Cupid"
"Chloé"|-0.276434646546841|"1"|"10"|"Dark Cupid"
"Civilian"|-0.605487853288651|"1"|"10"|"Dark Cupid"
"Dark Cupid"|-0.351189205279717|"1"|"10"|"Dark Cupid"
"Girls"|0.64238715171814|"1"|"10"|"Dark Cupid"
"Hawk Moth"|-0.0468863509595394|"1"|"10"|"Dark Cupid"
"Kim"|-0.151728994316525|"1"|"10"|"Dark Cupid"
"Ladybug"|-0.333404546380043|"1"|"10"|"Dark Cupid"
"Ladybug & Cat Noir"|-0.271977782249451|"1"|"10"|"Dark Cupid"
"Marinette"|-0.0086545068770647|"1"|"10"|"Dark Cupid"
